pid,text,source,timestamp,url,hcp,therapy,alternative_therapy,insight,comparison_aspect,discussion,sentiment
b047f473-36e7-45ee-b179-338d41491b9f,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/g9XvDJir 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 ........................................................................................................................................................#Innovation, #Management, #DigitalMarketing, #Entrepreneurship, #Startups, #Leadership, #BusinessGrowth, #SustainableDevelopment, #EconomicPolicy, #HumanResources, #Marketing, #Technology, #Careers, #SocialMedia, #Entrepreneur​ #olanzapinetabletsmarket #olanzapine #tablets #olanzapinetabletsmarketsize #olanzapinetabletsmarketshare #olanzapinetabletsmarketforecast #finance, #investing, #stockmarket, #crypto, #financialfreedom, #personalfinance, #wealth, #trading, #money, #financialliteracy, #economy #lilly #dr.reddy'slaboratories #apotex #torrentpharmaceuticalsltd. #tevapharmaceutical #https://lnkd.in/eak_Nvd3. #qilupharmaceuticalco.ltd. #https://lnkd.in/eAiZg8hZ. #https://lnkd.in/d7g-zJpX. #https://lnkd.in/d__SR3Q4. #https://lnkd.in/g4CrQXiB. #pkuhealthcarecorp.ltd. #https://lnkd.in/e47XcCFs. #sunshinelakepharmaco.ltd. #https://lnkd.in/euh7zc2r. #https://lnkd.in/eASwENfg. #https://lnkd.in/enB8AEtx.",linkedin,2024-07-05T09:30:07.936Z,https://www.linkedin.com/pulse/global-olanzapine-tablets-market-challenges-82zhc,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}",[],"{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': '', 'source': '', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
32d7a40b-7b5c-4902-8833-9860636d93b1,#innovation #management #digitalmarketing #technology #creativity #futurism #startups #marketing #entrepreneurship #money #sustainability #inspiration #MarketResearch #BusinessIntelligence #IndustryAnalysis #DataAnalysis #MarketAnalysis #ConsumerInsights #MarketTrends #BusinessStrategy #MarketIntelligence #DataDrivenDecisions #CompetitiveAnalysis #CustomerResearch #MarketingResearch #DataScience #BusinessAnalytics #StrategicInsights #TrendAnalysis #MarketForecast #CustomerBehavior #InsightsDriven **,linkedin,2024-08-23T17:30:05.856Z,https://www.linkedin.com/pulse/south-korea-aripiprazole-tablets-market-applications-ji3nc,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}",[],"{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': '', 'source': '', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
ed634429-90c3-4bfa-9825-e3bfb6684f58,"🚀 TOP 10 #Biopharma Deals of the Year! 🚀

https://lnkd.in/eBKXc5Fk

The past couple of years have seen Big Pharmas whip out their wallets to place high-stakes bets in the red-hot races for antibody-drug conjugates, radiopharmaceuticals, and obesity drugs. Here are the 10 most intriguing deals that caught our attention:

💊 Bristol Myers Squibb and Karuna Therapeutics
BMS acquired Karuna Therapeutics for $14 billion, betting on the schizophrenia drug KarXT which could bring in $2.8 billion in sales by 2028.

💉 Roche and Carmot Therapeutics
Roche’s $2.7 billion acquisition of Carmot secures a pipeline of GLP-1/GIP receptor agonists, with CT-388 showing promising weight loss results in phase 1 trials.

🇨🇦 Novo Nordisk and Inversago Pharma
Novo Nordisk acquired Inversago Pharma for up to $1.07 billion, focusing on CB1 receptor blockers for obesity, with monlunabant now in phase 2 trials.

🗣️ GSK and Bellus Health
GSK’s $2 billion buyout of Bellus Health aims to lead the chronic cough market with camlipixant, competing against Merck’s gefapixant.

🧠 Biogen and Reata Pharmaceuticals
Biogen’s $7.3 billion acquisition includes Skyclarys, the first approved treatment for Friedreich’s ataxia, with $1.5 billion sales potential by 2030.

🏋️ Eli Lilly and Versanis Bio
Eli Lilly’s $1.92 billion deal brings in bimagrumab, tested for weight loss without muscle loss, to enhance their obesity treatment portfolio.

🔬 Novartis and Chinook Therapeutics
Novartis’ $3.2 billion buyout of Chinook looks promising with atrasentan showing significant improvement in proteinuria in phase 3 trials.

💡 Roche and Telavant
Roche’s $7.1 billion acquisition of Telavant aims to reset the standard of care in inflammatory bowel disease with RVT-3101.

🌟 Bristol Myers Squibb and RayzeBio
BMS’s $4.1 billion purchase of RayzeBio targets the radiopharma space with RYZ101 in phase 3 trials for SSTR-positive tumors.

🧪 AstraZeneca and Fusion Pharmaceuticals
AstraZeneca’s $2 billion deal with Fusion secures FPI-2265, an actinium-based PSMA-targeted radiotherapy, advancing their radiopharma manufacturing capabilities.

#biotechnology #mergersandacquisitions #pharmaceuticals",linkedin,2024-06-28T18:15:55.805Z,https://www.linkedin.com/feed/update/urn:li:activity:7212519101007622144?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7212519101007622144%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,"{'name': 'Bristol Myers Squibb', 'specialty': 'Pharmaceuticals', 'affiliation': 'Bristol Myers Squibb', 'geographical_region': 'Global'}","[{'name': 'KarXT', 'type': 'drug', 'indication': 'Schizophrenia', 'manufacturer': 'Karuna Therapeutics', 'approval_status': 'In development'}]","{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': 'market impact', 'source': 'industry report', 'timestamp': '2023-10-01T00:00:00Z', 'insight_text': ""Bristol Myers Squibb's acquisition of Karuna Therapeutics for $14 billion is a significant investment in the schizophrenia treatment market, with potential sales of $2.8 billion by 2028.""}","[{'aspect_name': 'sales potential', 'description': 'Projected sales figures for schizophrenia treatments', 'comparison': 'KarXT has a projected sales potential of $2.8 billion by 2028.'}]","{'platform': 'industry report', 'date': '2023-10-01', 'sentiment': 'positive', 'discussion_text': 'The acquisition of Karuna Therapeutics is seen as a strong move by Bristol Myers Squibb to enhance their portfolio in the schizophrenia treatment space.'}","{'type': 'positive', 'intensity': 'high'}"
ea5461d0-afde-4ea1-8baf-6bddd33742e7,"New in The Value Science Weekly! 📰

In this issue, we explore our Insights Article on AI in healthcare in the UAE. Discover how AI is transforming diagnostics and treatment, paving the way for a tech-integrated medical future. 🚀

Plus, we cover the value-based pricing and market access of Valbenazine in Japan. 

Your thoughts, drop a comment below?

#HealthcareInnovation #AIinHealthcare #PharmaEconomics #MedicalTechnology #PatientCare 🩺🌟🤖💡",linkedin,2023-12-06T12:35:29.186Z,https://www.linkedin.com/pulse/using-artificial-intelligence-healthcare-united-arab-emirates-3qn6e,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': 'UAE'}","[{'name': 'Valbenazine', 'type': 'drug', 'indication': 'Schizophrenia', 'manufacturer': '', 'approval_status': 'approved'}]","{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': 'AI in healthcare', 'source': 'Value Science Weekly', 'timestamp': '2023-10-01T00:00:00Z', 'insight_text': 'AI is transforming diagnostics and treatment in healthcare.'}","[{'aspect_name': 'value-based pricing', 'description': 'Pricing strategy based on the value provided by the therapy.', 'comparison': ""Valbenazine's pricing in Japan is based on its efficacy and market access.""}]","{'platform': 'Value Science Weekly', 'date': '2023-10-01', 'sentiment': 'mixed', 'discussion_text': ""Discussion on AI's impact on healthcare and the pricing of Valbenazine.""}","{'type': 'mixed', 'intensity': 'moderate'}"
a27dadaa-c58d-4259-9742-0a2f7e9e5dff,#innovation #management #digitalmarketing #technology #creativity #futurism #startups #marketing #entrepreneurship #money #sustainability #inspiration,linkedin,2024-08-23T01:30:07.894Z,https://www.linkedin.com/pulse/paliperidone-extended-release-tablets-market-report-in-depth-lj09c,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}",[],"{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': '', 'source': '', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
a3056826-c462-4ea4-9015-d044dd59d13b,Distinction between Aripiprazole and Risperidone,linkedin,2024-03-18T17:34:52.727Z,https://www.linkedin.com/feed/update/urn:li:activity:7175545207818485760?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7175545207818485760%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}","[{'name': 'Aripiprazole', 'type': 'drug', 'indication': 'Schizophrenia', 'manufacturer': '', 'approval_status': ''}, {'name': 'Risperidone', 'type': 'drug', 'indication': 'Schizophrenia', 'manufacturer': '', 'approval_status': ''}]","{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': 'comparison', 'source': '', 'timestamp': '', 'insight_text': 'Distinction between Aripiprazole and Risperidone in the context of schizophrenia treatments.'}","[{'aspect_name': 'Efficacy', 'description': 'Comparison of the effectiveness of Aripiprazole and Risperidone in treating schizophrenia.', 'comparison': 'Aripiprazole is often considered to have a lower risk of extrapyramidal symptoms compared to Risperidone.'}, {'aspect_name': 'Safety', 'description': 'Safety profile comparison between Aripiprazole and Risperidone.', 'comparison': 'Risperidone may have a higher incidence of weight gain and metabolic syndrome compared to Aripiprazole.'}, {'aspect_name': 'Mechanism of Action', 'description': 'Differences in how Aripiprazole and Risperidone work in the brain.', 'comparison': 'Aripiprazole acts as a partial agonist at dopamine D2 receptors, while Risperidone is a full antagonist.'}]","{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
f276a970-a029-4c9c-8c18-9d3e4241d070,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/dVDcRXxi 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 ........................................................................................................................................................#Innovation, #Management, #DigitalMarketing, #Entrepreneurship, #Startups, #Leadership, #BusinessGrowth, #SustainableDevelopment, #EconomicPolicy, #HumanResources, #Marketing, #Technology, #Careers, #SocialMedia, #Entrepreneur​ #olanzapineconsumptionmarket #olanzapine #consumption #olanzapineconsumptionmarketsize #olanzapineconsumptionmarketshare #olanzapineconsumptionmarketforecast #finance, #investing, #stockmarket, #crypto, #financialfreedom, #personalfinance, #wealth, #trading, #money, #financialliteracy, #economy #lilly #tevapharmaceutical #dr.reddy'slaboratories #apotexinc. #mylanpharmaceuticals #parpharmaceutical #aurobindopharma #torrentpharmaceuticals #jubilantlifesciences #sunpharmaceutical #sandoz #hansohpharmaceutical #watsonpharmaceuticalschangzhou #zhejianglanghuapharmaceuticals",linkedin,2024-08-30T12:00:28.883Z,https://www.linkedin.com/pulse/olanzapine-consumption-market-growth-forecast-6kcrf,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}","[{'name': 'Olanzapine', 'type': 'drug', 'indication': 'Schizophrenia', 'manufacturer': 'Lilly', 'approval_status': ''}]","{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': 'discussion', 'source': 'online forum', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
70ac910b-ca4f-487f-9bca-a23200b91c08,"𝑼𝒏𝒅𝒆𝒓𝒔𝒕𝒂𝒏𝒅𝒊𝒏𝒈 𝑨𝒏𝒕𝒊𝒑𝒔𝒚𝒄𝒉𝒐𝒕𝒊𝒄 𝑫𝒓𝒖𝒈𝒔: 𝑨 𝑪𝒐𝒎𝒑𝒓𝒆𝒉𝒆𝒏𝒔𝒊𝒗𝒆 𝑮𝒖𝒊𝒅𝒆
📚 𝐃𝐨𝐧'𝐭 𝐦𝐢𝐬𝐬 𝐨𝐮𝐭 𝐨𝐧 𝐲𝐨𝐮𝐫 𝐏𝐃𝐅 𝐛𝐫𝐨𝐜𝐡𝐮𝐫𝐞: https://lnkd.in/gdqFifaq

Antipsychotic drugs are medications primarily used to manage psychosis, including delusions, hallucinations, paranoia, and disordered thinking, typically associated with conditions like schizophrenia and bipolar disorder. 

They can be classified into two main categories:
✔ Typical (First-Generation) Antipsychotics: Introduced in the 1950s, these include drugs like haloperidol and chlorpromazine. They primarily target dopamine receptors in the brain, which helps reduce symptoms of psychosis but often come with significant side effects such as sedation, weight gain, and extrapyramidal symptoms (motor control disorders).

✔ Atypical (Second-Generation) Antipsychotics: Developed later, these include drugs like risperidone, olanzapine, and quetiapine. They target both dopamine and serotonin receptors, often offering improved efficacy for a broader range of symptoms with a lower risk of motor side effects. However, they can still cause significant side effects, including metabolic issues like weight gain and diabetes.

Antipsychotics are crucial in the treatment of severe mental health disorders but require careful monitoring due to their potential side effects and the need for dosage adjustments to find the optimal therapeutic balance. Regular follow-ups with healthcare providers are essential to manage these medications effectively.

#Antipsychotics #MentalHealth #Schizophrenia #BipolarDisorder #Psychiatry #MentalHealthAwareness #MedicationManagement #TypicalAntipsychotics #AtypicalAntipsychotics #MentalHealthTreatment #Psychosis #Healthcare #Wellbeing #MentalIllness #Pharmacology #PsychiatricMedications",linkedin,2024-05-24T18:41:28.620Z,https://www.linkedin.com/feed/update/urn:li:activity:7199841954803638272?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7199841954803638272%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,"{'name': '', 'specialty': 'Psychiatry', 'affiliation': '', 'geographical_region': ''}","[{'name': 'Haloperidol', 'type': 'drug', 'indication': 'psychosis, schizophrenia', 'manufacturer': '', 'approval_status': ''}, {'name': 'Chlorpromazine', 'type': 'drug', 'indication': 'psychosis, schizophrenia', 'manufacturer': '', 'approval_status': ''}, {'name': 'Risperidone', 'type': 'drug', 'indication': 'psychosis, schizophrenia', 'manufacturer': '', 'approval_status': ''}, {'name': 'Olanzapine', 'type': 'drug', 'indication': 'psychosis, schizophrenia', 'manufacturer': '', 'approval_status': ''}, {'name': 'Quetiapine', 'type': 'drug', 'indication': 'psychosis, schizophrenia', 'manufacturer': '', 'approval_status': ''}]","{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': 'comparison', 'source': 'comprehensive guide', 'timestamp': '2023-10-01T00:00:00Z', 'insight_text': 'Antipsychotic drugs are crucial in the treatment of severe mental health disorders but require careful monitoring due to their potential side effects and the need for dosage adjustments to find the optimal therapeutic balance.'}","[{'aspect_name': 'Efficacy', 'description': 'Effectiveness of antipsychotic drugs in managing symptoms of schizophrenia.', 'comparison': 'Atypical antipsychotics often offer improved efficacy for a broader range of symptoms compared to typical antipsychotics.'}, {'aspect_name': 'Side Effects', 'description': 'Potential adverse effects associated with antipsychotic medications.', 'comparison': 'Typical antipsychotics are associated with significant side effects such as sedation and extrapyramidal symptoms, while atypical antipsychotics have a lower risk of motor side effects but can cause metabolic issues.'}, {'aspect_name': 'Monitoring Requirements', 'description': 'Need for regular follow-ups and monitoring of patients on antipsychotic medications.', 'comparison': 'Regular follow-ups with healthcare providers are essential for both typical and atypical antipsychotics to manage side effects and dosage adjustments.'}]","{'platform': 'online forum', 'date': '2023-10-01', 'sentiment': 'mixed', 'discussion_text': 'Discussions on the efficacy and safety of antipsychotic medications reveal a mix of experiences, with some patients reporting significant improvements while others face challenging side effects.'}","{'type': 'mixed', 'intensity': 'moderate'}"
4d27e8df-b3a6-4cea-b1d8-266e266fc2b9,#innovation #management #digitalmarketing #technology #creativity #futurism #startups #marketing,linkedin,2024-01-23T06:48:46.726Z,https://www.linkedin.com/pulse/risperidone-market-growth-research-report-jjuuf,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}",[],"{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': '', 'source': '', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
760f4c6c-ce5e-4279-804f-210f39ad4f4e,#innovation #management #digitalmarketing #technology #creativity #futurism #startups #marketing #entrepreneurship #money #sustainability #inspiration,linkedin,2024-08-09T19:00:04.806Z,https://www.linkedin.com/pulse/united-states-aripiprazole-lauroxil-market-application-hfqif,"{'name': '', 'specialty': '', 'affiliation': '', 'geographical_region': ''}",[],"{'name': '', 'type': '', 'indication': '', 'manufacturer': '', 'approval_status': ''}","{'type': '', 'source': '', 'timestamp': '', 'insight_text': ''}",[],"{'platform': '', 'date': '', 'sentiment': '', 'discussion_text': ''}","{'type': '', 'intensity': ''}"
